,fdc_id,data_type,description,food_category_id,publication_date,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel,short_description
1662,675010,branded_food,"RUBY RED GRAPEFRUIT JUICE COCKTAIL FROM CONCENTRATE, RUBY RED GRAPEFRUIT",,2019-12-06,"Supervalu, Inc.",,,41303004371,"FILTERED WATER, GRAPEFRUIT JUICE (FILTERED WATER, GRAPEFRUIT JUICE CONCENTRATE), SUGAR, GRAPEFRUIT PULP, CITRIC ACID, VEGETABLE CONCENTRATE FOR COLOR, SODIUM CITRATE, ASCORBIC ACID (VITAMIN C), NATURAL FLAVORS, BETA CAROTENE (COLOR).",,240.0,ml,8 OZA,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,,2019-09-24,2019-12-06,United States,,,,
1664,676470,branded_food,"BLUE CHEESE CRUMBLED, BLUE",,2019-12-06,"Big Y Foods, Inc.",,,18894301837,"BLUE CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, PENICILLIUM ROQUEFORTII), POWDERED CELLULOSE (TO PREVENT CAKING), NATAMYCIN (MOLD INHIBITOR).",,28.0,g,1 ONZ,Cheese,LI,,2019-10-01,2019-12-06,United States,,,,
1667,676802,branded_food,FRUIT FLAVORED DINOSAURS SNACKS,,2019-12-06,"Hy-Vee, Inc.",,,75450092714,"APPLE JUICE FROM CONCENTRATE, CORN SYRUP, SUGAR, GELATIN, MODIFIED CORN STARCH, CITRIC ACID, NATURAL FLAVORS, ASCORBIC ACID (VITAMIN C), SODIUM CITRATE, CARNAUBA WAX, FRUIT AND VEGETABLE JUICE (COLOR), SPIRULINA EXTRACT (COLOR), PAPRIKA OLEORESIN (COLOR), TURMERIC OLEORESIN (COLOR).",,22.7,g,0.8 ONZ,Candy,LI,,2019-08-01,2019-12-06,United States,,,,
1668,677280,branded_food,"PEPPER JACK CHEESE, PEPPER JACK",,2019-12-06,Festive Finer Foods,,,23627560801,"PASTEURIZED MILK, RED AND GREEN JALAPENO PEPPERS, CHEESE CULTURES, SALT, ENZYMES.",,28.0,g,1 ONZ,Cheese,LI,,2019-02-02,2019-12-06,United States,,,,
1671,677634,branded_food,"DRY ROASTED PEANUTS, DRY ROASTED",,2019-12-06,"Big Y Foods, Inc.",,,18894004196,"PEANUTS, SALT, MODIFIED FOOD STARCH, SUGAR, MALTODEXTRIN, CORN SYRUP SOLIDS, TORULA YEAST, NATURAL FLAVOR, SPICES, ONION AND GARLIC POWDER, OLEORESIN PAPRIKA.",,28.0,g,1 ONZ,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2019-08-19,2019-12-06,United States,,,,
1672,677988,branded_food,"CARAMEL APPLE MINIS, CARAMEL APPLE",,2019-12-06,Mars Chocolate North America LLC,,,40000459156,"MILK CHOCOLATE (SUGAR, COCOA BUTTER, SKIM MILK, CHOCOLATE, LACTOSE, MILKFAT, SOY LECITHIN, ARTIFICIAL FLAVOR), CORN SYRUP, SUGAR, HYDROGENATED PALM KERNEL OIL AND/OR PALM OIL, SKIM MILK, LESS THAN 2% - MILKFAT, LACTOSE, SALT, EGG WHITES, ARTIFICIAL AND NATURAL FLAVORS, CHOCOLATE.",,34.0,g,4 PIECES,Candy,LI,,2018-08-13,2019-12-06,United States,,,,
1673,678328,branded_food,"ESSENTIAL NUTRIENTS MIX WITH A TOUCH OF SEA SALT, CASHEWS, ALMONDS, WALNUTS, PECANS",,2019-12-06,Nabisco Food Company,,,29000023185,"CASHEWS, ALMONDS, WALNUTS, PECANS, PEANUT OIL, SEA SALT.",,28.0,g,1 ONZ,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2019-02-22,2019-12-06,United States,,,,
1676,680838,branded_food,"SPICY LOUISIANA STYLE TANGY HOT SAUCE FLAVORED POTATO CHIPS, SPICY LOUISIANA STYLE TANGY HOT SAUCE",,2019-12-06,KITCHEN COOKED,,,79088106058,"POTATOES, HIGH OLEIC SOYBEAN OIL, HYDROGENATED SOYBEAN OIL, SALT, DEXTROSE, WHEY, SODIUM DIACETATE, BUTTERMILK SOLIDS, SPICE, VINEGAR POWDER (MALTODEXTRIN, VINEGAR, MODIFIED FOOD STARCH), NATURAL FLAVORS, CHEDDAR CHEESE POWDER (CHEDDAR CHEESE [MILK, SALT, CULTURES & ENZYMES]), MALTODEXTRIN, ROMANO CHEESE [MILK, CHEESE CULTURES, SALT, ENZYMES], GARLIC POWDER, ONION POWDER, CITRIC ACID, PAPRIKA EXTRACT (COLOR), LACTIC ACID, ANNATTO EXTRACT (COLOR), (MAY CONTAIN SUNFLOWER OIL OR SILICON DIOXIDE AS PROCESSING AIDS).",,28.0,g,1 ONZ,"Chips, Pretzels & Snacks",LI,,2019-08-30,2019-12-06,United States,,,,
1681,682222,branded_food,"LIGHT ICE CREAM, CHOCOLATE",,2019-12-06,NESTLE DREYER'S ICE CREAM,,,41548898469,"SKIM MILK, SUGAR, WAFER SWIRL (GRAHAM CRACKER [WHEAT FLOUR, WHOLE WHEAT FLOUR, SUGAR, PALM AND PALM KERNEL OIL, MOLASSES, HONEY, SALT, SODIUM BICARBONATE], SOYBEAN OIL, POWDERED SUGAR [SUGAR, CORN STARCH], COCONUT OIL, MONO AND DIGLYCERIDES, SOY LECITHIN, SALT), CANDY PIECES (SUGAR, WAFER [SUGAR, ENRICHED WHEAT FLOUR {WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID}, PALM OIL, COCOA PROCESSED WITH ALKALI, CORN STARCH, SALT, SOY LECITHIN, SODIUM BICARBONATE, ARTIFICIAL FLAVOR], COCONUT OIL, COCOA PROCESSED WITH ALKALI, WHOLE MILK, NONFAT MILK, COCOA, SOY LECITHIN, NATURAL FLAVORS), CREAM, CORN SYRUP, COCOA PROCESSED WITH ALKALI, WHEY PROTEIN CONCENTRATE, MALTODEXTRIN, PROPYLENE GLYCOL MONOSTEARATE, GUAR GUM, XANTHAN GUM, CARRAGEENAN, NATURAL FLAVOR, VITAMIN A PALMITATE.",,65.0,g,1/2 cup,Ice Cream & Frozen Yogurt,LI,,2019-02-06,2019-12-06,United States,,,,
1682,682404,branded_food,"PEANUT BUTTER PIE FLAVORED PROTEIN BARS, PEANUT BUTTER PIE",,2019-12-06,ONE,,,788434106238,"PROTEIN BLEND (WHEY PROTEIN ISOLATE, MILK PROTEIN ISOLATE), ISOMALTO-OLIGOSACCHARIDES (PREBIOTIC FIBER FROM VEGETABLE SOURCE), MALTITOL, VEGETABLE GLYCERIN, PEANUT BUTTER, PEANUT FLOUR, PEANUTS, PALM KERNEL OIL, NATURAL FLAVORS, SOY LECITHIN (AN EMULSIFIER), SEA SALT, NONFAT DRY MILK, TAPIOCA STARCH, CALCIUM CARBONATE, ALMOND BUTTER AND SUCRALOSE.",,60.0,g,1 BAR,"Snack, Energy & Granola Bars",LI,,2019-05-15,2019-12-06,United States,,,,
1683,682494,branded_food,"ESPRESSO YOURSELF COFFEE AND CREAM ICE CREAMS WITH COFFEE RIBBON AND BROWNIE PIECES, ESPRESSO YOURSELF",,2019-12-06,"Hy-Vee, Inc.",,,75450120332,"CREAM, MILK, SKIM MILK, SUGAR, COFFEE RIBBON (CORN SYRUP, SUGAR, WATER, COFFEE, TAPIOCA STARCH, SALT), BROWNIE PIECES (SUGAR, WHEAT FLOUR, INTERESTERIFIED SOYBEAN OIL, LIQUID PASTEURIZED EGGS, COCOA PROCESSED WITH ALKALI, RICE SYRUP, WATER, CORNSTARCH, SOY LECITHIN, SALT, NATURAL FLAVOR, BAKING SODA, BAKING POWDER [SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORNSTARCH, MONOCALCIUM PHOSPHATE]), FLAVOR BASE (CORN SYRUP, WATER, SUGAR, ARABIC GUM, NATURAL FLAVOR, CITRIC ACID), CONTAINS 2% OR LESS OF COFFEE EXTRACT, EGG YOLKS, NATURAL FLAVORS, CAROB BEAN GUM, GUAR GUM, CARRAGEENAN.",,121.0,g,2/3 cup,Ice Cream & Frozen Yogurt,LI,,2019-05-15,2019-12-06,United States,,,,
1690,687512,branded_food,"MARSHMALLOW S'MORES WAFERS, MARSHMALLOW",,2019-12-06,VOORTMAN BAKERY,,,67312005871,"SUGAR, ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), VEGETABLE OIL (CANOLA, SOYBEAN, PALM AND PALM KERNEL), CORN STARCH, COCOA PROCESSED WITH ALKALI, TOASTED WHEAT CRUMBS WITH GRAHAM FLOUR [WHEAT FLOUR, GRAHAM WHEAT FLOUR, BROWN SUGAR, SUGAR, FANCY MOLASSES, INVERT SUGAR, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORN STARCH, MONOCALCIUM PHOSPHATE), SALT, VEGETABLE OIL (CANOLA &/OR SUNFLOWER OIL), AMMONIUM BICARBONATE], NATURAL FLAVOR, SALT, SOY LECITHIN, BAKING SODA.",,30.0,g,3 WAFERS,Cookies & Biscuits,LI,,2019-08-21,2019-12-06,United States,,,,
1691,687542,branded_food,"BLUEBERRY FRUIT & GRAIN BARS, BLUEBERRY",,2019-12-06,Target Stores,,,85239001370,"CRUST (ORGANIC WHOLE OAT FLOUR, ORGANIC ENRICHED FLOUR [ORGANIC WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], ORGANIC SUNFLOWER OIL, ORGANIC WHOLE WHEAT FLOUR, ORGANIC CANE SUGAR, ORGANIC INVERT SUGAR, ORGANIC SOLUBLE CORN FIBER, ORGANIC WHOLE ROLLED OATS, ORGANIC AGAVE NECTAR, ORGANIC MOLASSES, LEAVENING [SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORN STARCH, MONOCALCIUM PHOSPHATE], ORGANIC GUAR GUM, SODIUM BICARBONATE, ORGANIC HONEY, ORGANIC SOY LECITHIN, SALT, XANTHAN GUM, ORGANIC NATURAL FLAVOR, VITAMINS AND MINERALS [CALCIUM CARBONATE, NIACINAMIDE, VITAMIN A PALMITATE, REDUCED IRON, ZINC OXIDE, PYRIDOXINE HYDROCHLORIDE, THIAMIN HYDROCHLORIDE, FOLIC ACID]), ORGANIC BLUEBERRY FILLING (ORGANIC WHEAT SYRUP, ORGANIC CANE SUGAR, ORGANIC BLUEBERRY PUREE, ORGANIC APPLE PUREE, PECTIN, CITRIC ACID, TRICALCIUM CITRATE, POTASSIUM CARBONATE, ORGANIC COLOR [ORGANIC ELDERBERRY JUICE CONCENTRATE], NATURAL FLAVOR).",,37.0,g,1 BAR,"Snack, Energy & Granola Bars",LI,,2019-01-18,2019-12-06,United States,,,,
1694,690188,branded_food,"CHOCOLATE DONUT, CHOCOLATE",,2019-12-06,Lenny & Larry's,,,787692835409,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), PROTEIN BLEND (VITAL WHEAT GLUTEN, PEA PROTEIN, RICE PROTEIN), CHICORY ROOT FIBER, SEMI-SWEET CHOCOLATE CHIPS (UNSWEETENED CHOCOLATE, SUGAR, COCOA BUTT",,57.0,g,0.5 COOKIE,Cookies & Biscuits,LI,,2019-01-18,2019-12-06,United States,,,,
1696,691898,branded_food,"100% CONCORD GRAPE JUICE, GRAPE",,2019-12-06,MEMBER'S MARK,,,78742229294,"WATER, CONCORD GRAPE JUICE CONCENTRATE, ASCORBIC ACID (VITAMIN C), CITRIC ACID (FOR TARTNESS).",,240.0,ml,8 OZA,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,,2019-03-18,2019-12-06,United States,,,,
1702,693072,branded_food,"SAN FRANCISCO STYLE SOURDOUGH BREAD, SOURDOUGH",,2019-12-06,IZZIO ARTISAN BAKERY,,,657082029056,"WHEAT FLOUR, WATER, WHOLE GRAIN FLOURS (WHOLE WHEAT AND RYE), SOURDOUGH CULTURE (WHOLE WHEAT AND SPELT), SEA SALT, MALTED BARLEY FLOUR.",,32.0,g,1.1 ONZ,Breads & Buns,LI,,2019-01-18,2019-12-06,United States,,,,
1705,693412,branded_food,"HOLIDAY ASSORTMENT MINIS CHOCOLATE, DARK CHOCOLATE SEA SALT CARAMEL, PEPPERMINT BARK, MILK CHOCOLATE CARAMEL, DARK CHOCOLATE MINT",,2019-12-06,GHIRARDELLI,,,747599402975,"SUGAR, UNSWEETENED CHOCOLATE, COCOA BUTTER, CORN SYRUP, WHOLE MILK POWDER, SWEETENED CONDENSED MILK (MILK, SUGAR), PALM OIL, HIGH FRUCTOSE CORN SYRUP, WATER, MILK FAT, BUTTER (CREAM, SALT), NONFAT DRY MILK, SOY LECITHIN, NATURAL AND ARTIFICIAL FLAVOR, SOR",,30.0,g,4 PIECES,Chocolate,LI,,2019-01-18,2019-12-06,United States,,,,
1706,694660,branded_food,"FRENCH VANILLA ICE CREAM, FRENCH VANILLA",,2019-12-06,NOT A BRANDED ITEM,,,20741068,"MILK, CREAM, CORN SYRUP, LIQUID SUGAR, SKIM MILK, BUTTERMILK, FRENCH CUSTARD BASE [SUGAR, SUGARED EGG YOLK (EGG YOLKS, SUGAR), WATER], MILKFAT, WHEY, NATURAL FLAVOR, MONO- AND DIGLYCERIDES, GUAR GUM, CELLULOSE GUM, CARRAGEENAN, DEXTROSE, ANNATTO (COLOR).",,65.0,g,1/2 cup,Ice Cream & Frozen Yogurt,LI,,2019-03-18,2019-12-06,United States,,,,
1708,695512,branded_food,"NATURALLY FLAVORED DILL PICKLE POTATO CHIPS, DILL PICKLE",,2019-12-06,"Whole Foods Market, Inc.",,,99482468026,"POTATOES, EXPELLER PRESSED SUNFLOWER SEED, SAFFLOWER SEED AND/OR CANOLA OIL, SEASONING (MALTODEXTRIN*, SEA SALT, ORGANIC VINEGAR POWDER [ORGANIC MALTODEXTRIN**, ORGANIC DISTILLED WHITE VINEGAR POWDER], GARLIC POWDER, YEAST EXTRACT, NATURAL FLAVOR).",,28.0,g,1 ONZ,"Chips, Pretzels & Snacks",LI,,2019-03-18,2019-12-06,United States,,,,
1710,696126,branded_food,"BERRIES AND CREAM FLAVORED KETTLE CORN, BERRIES AND CREAM",,2019-12-06,"Angie's Artisan Treats, LLC",,,818780011235,"CANE SUGAR, POPCORN, SUNFLOWER OIL, PALM KERNEL OIL, NONFAT DRY MILK, WHOLE MILK POWDER, SALT, SOY LECITHIN, BEET JUICE EXTRACT AND PAPRIKA EXTRACT (FOR COLOR), SPIRULINA EXTRACT (FOR COLOR), NATURAL FLAVOR.",,31.0,g,1 1/4 cup,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2019-03-25,2019-12-06,United States,,,,
1716,698928,branded_food,"ESPRESSO COCONUT MILK CARAMELS IN DARK CHOCOLATE, ESPRESSO",,2019-12-06,COCOMELS,,,853610003363,"COCONUT MILK* (COCONUT*, WATER), BROWN RICE SYRUP*, CANE SUGAR*, BITTERSWEET CHOCOLATE* (CHOCOLATE LIQUOR*, CANE SUGAR*, COCOA BUTTER*, SOY LECITHIN (EMULSIFIER), VANILLA EXTRACT*), BREWED ESPRESSO COFFEE* (WATER, ORGANIC COFFEE*), ROASTED COFFEE BEANS*, ",,28.0,g,2 PIECES,Chocolate,LI,,2019-03-23,2019-12-06,United States,,,,
1719,700552,branded_food,"WHITE SHARP CHEDDAR SELECT QUALITY CHEESE, WHITE SHARP CHEDDAR",,2019-12-06,SHURFINE,,,15400837385,"PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES.",,28.0,g,1 ONZ,Cheese,LI,,2019-03-19,2019-12-06,United States,,,,
1723,703142,branded_food,"JELLY EGGS CANDY FAVORITES, JELLY EGGS",,2019-12-06,"Big Y Foods, Inc.",,,18894219088,"SUGAR, CORN SYRUP, MODIFIED CORN STARCH, CORN STARCH, NATURAL AND ARTIFICIAL FLAVORS, POLISHING WAX (CARNAUBA WAX, WHITE MINERAL OIL, BEESWAX), CONFECTIONERY GLAZE (SHELLAC), ARTIFICIAL COLORS (YELLOW 5, YELLOW 6, RED 40, BLUE 1 AND RED 3).",,30.0,g,9 PIECES,Candy,LI,,2019-03-18,2019-12-06,United States,,,,
1729,705150,branded_food,"MOSCOW MULE FLAVORED GOURMET GUMMIES, MOSCOW MULE",,2019-12-06,Project 7 Inc.,,,844911006108,"ORGANIC TAPIOCA SYRUP, ORGANIC CANE SUGAR, GELATIN, CITRIC ACID, LACTIC ACID, ASCORBIC ACID, NATURAL FLAVOR, NATURAL COLORS (MAQUI BERRY JUICE CONCENTRATE), ORGANIC SUNFLOWER OIL, CARNAUBA WAX.",,40.0,g,16 PIECES,Candy,LI,,2019-01-29,2019-12-06,United States,,,,
1733,707062,branded_food,"DOUBLE CHOCOLATE BROWNIE PREMIUM ICE CREAM, DOUBLE CHOCOLATE BROWNIE",,2019-12-06,FIRST STREET,,,41512118289,"MILKFAT AND NONFAT MILK, SUGAR, CHOCOLATE FUDGE RIBBON (HIGH FRUCTOSE CORN SYRUP, WATER, DEXTROSE, CORN SYRUP, BUTTER [CREAM, SALT], NONFAT DRY MILK, COCOA PROCESSED WITH ALKALI, PECTIN [PECTIN, DEXTROSE, SODIUM CITRATE], SALT, SOY LECITHIN, POTASSIUM SORBATE [PRESERVATIVE]), CORN SYRUP, BROWNIE BLEND (SUGAR, MARGARINE [PALM OIL, WATER, SOYBEAN OIL, SALT, MONO AND DIGLYCERIDES, ANNATTO (COLOR), CALCIUM DISODIUM EDTA (PRESERVATIVE), ARTIFICIAL FLAVOR, VITAMIN A PALMITATE], ENRICHED WHEAT FLOUR [WHEAT FLOUR, THIAMINE MONONITRATE, NIACIN, RIBOFLAVIN, REDUCED IRON, FOLIC ACID], COCOA PROCESSED WITH ALKALI, FRUCTOSE, PASTEURIZED EGGS, COCONUT OIL, NATURAL COCOA, WATER, BROWN SUGAR, UNENRICHED WHEAT FLOUR, BAKING POWDER [SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORNSTARCH, MONOCALCIUM PHOSPHATE], POWDERED SUGAR [SUGAR, CORNSTARCH], GLYCERINE, BUTTER OIL, NATURAL FLAVOR, POTASSIUM SORBATE [PRESERVATIVE], SALT, SOY LECITHIN), COCOA PROCESSED WITH ALKALI, CONTAINS LESS THAN 2% OF MONO AND DIGLYCERIDES, GUAR GUM, CAROB BEAN GUM, CARRAGEENAN.",,87.0,g,2/3 cup,Ice Cream & Frozen Yogurt,LI,,2019-04-17,2019-12-06,United States,,,,
1736,707852,branded_food,"100% PURE SQUEEZED PREMIUM ORANGE JUICE, ORANGE",,2019-12-06,"Meijer, Inc.",,,708820207691,ORANGE JUICE.,,240.0,ml,8 OZA,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,,2019-05-15,2019-12-06,United States,,,,
1745,714638,branded_food,"MILK CHOCOLATE CANDIES, MILK CHOCOLATE",,2019-12-06,Mars Chocolate North America LLC,,,40000542810,"MILK CHOCOLATE (SUGAR, CHOCOLATE, SKIM MILK, COCOA BUTTER, LACTOSE, MILKFAT, SOY LECITHIN, SALT, ARTIFICIAL AND NATURAL FLAVORS), SUGAR, CORNSTARCH, LESS THAN 1% - CORN SYRUP, DEXTRIN, COLORING (INCLUDES RED 40, RED 40 LAKE, YELLOW 6 LAKE, BLUE 1, YELLOW 6, BLUE 1 LAKE, YELLOW 5, YELLOW 5 LAKE, BLUE 2 LAKE, BLUE 2), CARNAUBA WAX, GUM ACACIA.",,27.0,g,2 PACKS,Candy,LI,,2019-01-18,2019-12-06,United States,,,,
1748,716934,branded_food,LOW-MOISTURE PART-SKIM MOZZARELLA STRING CHEESE,,2019-12-06,STATER BROS.,,,74175464875,"PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES.",,28.0,g,1 PIECE,Cheese,LI,,2019-08-01,2019-12-06,United States,,,,
1751,718192,branded_food,SALTED ROASTED PEANUTS,,2019-12-06,HAMPTON FARMS,,,81864160314,"PEANUTS, SALT.",,28.0,g,1 ONZ,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2019-06-29,2019-12-06,United States,,,,
1753,719028,branded_food,"BLUEBERRY & FIG BAR, BLUEBERRY",,2019-12-06,PAMELA'S,,,93709822226,"CAKE [FLOUR BLEND (BROWN RICE FLOUR, WHITE RICE FLOUR, TAPIOCA STARCH, SWEET RICE FLOUR, XANTHAN GUM), EVAPORATED CANE SUGAR, ORGANIC NON-HYDROGENATED PALM OIL, ORGANIC INVERT SUGAR, GRAPE JUICE & WHOLE RICE SYRUP, SWEET WHEY POWDER, GLYCERIN, BAKING SODA, XANTHAN GUM, SEA SALT, LEMON OIL], JAM [BLUEBERRY PASTE (CANE SYRUP, BROWN RICE SYRUP, APPLE POWDER, RICE STARCH, DRIED CANE SYRUP, GLYCERIN, WATER, BLUEBERRY JUICE CONCENTRATE, NATURAL FLAVOR, PECTIN, CITRIC ACID (AS AN ACIDIFIER), RED CABBAGE EXTRACT (FOR COLOR)), FIG PASTE, WATER, CITRIC ACID (AS AN ACIDIFIER)]. ",,40.0,g,1 BAR,"Snack, Energy & Granola Bars",LI,,2019-07-03,2019-12-06,United States,,,,
1757,720046,branded_food,"ITALIAN RECIPE CHOCOLATE PIZZELLE WAFFLE COOKIES, CHOCOLATE",,2019-12-06,"Whole Foods Market, Inc.",,,99482473280,"UNBLEACHED ENRICHED WHEAT PASTRY FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CANE SUGAR, ORGANIC EGGS, SUNFLOWER SEED OIL, COCOA POWDER (PROCESSED WITH ALKALI)* , SUNFLOWER LECITHIN (EMULSIFIER), NATURAL FLAVOR, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CASSAVA FLOUR, MONOCALCIUM PHOSPHATE), SALT.",,30.0,g,6 COOKIES | ABOUT,Cookies & Biscuits,LI,,2019-07-11,2019-12-06,United States,,,,
1762,721912,branded_food,"MOZZARELLA CLASSIC SHREDDED LOW-MOISTURE PART-SKIM CHEESE, MOZZARELLA",,2019-12-06,GOOD & GATHER,,,85239038499,"LOW-MOISTURE PART-SKIM MOZZARELLA CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES [MICROBIAL]), ANTI-CAKING AGENT (POTATO STARCH, CORN STARCH, POWDERED CELLULOSE, NATAMYCIN [A NATURAL MOLD INHIBITOR]).",,28.0,g,1/4 cup,Cheese,LI,,2019-07-11,2019-12-06,United States,,,,
1763,722406,branded_food,"ORANGE CRANBERRY PROBIOTICS BREAKFAST BARS, ORANGE CRANBERRY",,2019-12-06,KIND Inc.,,,602652201127,"OATS, BROWN RICE FLOUR, CANE SUGAR, CANOLA OIL, OAT FLOUR, CRANBERRY, HONEY, WATER, GUM ACACIA, RAISIN PASTE, ORANGE, MILLET, BUCKWHEAT, AMARANTH, SEA SALT, QUINOA, CINNAMON, ORANGE EXTRACT, BACILLUS COAGULANS GBI-30 6086 PROBIOTIC CULTURES, VITAMIN E (TOCOPHEROLS TO MAINTAIN FRESHNESS).",,50.0,g,2 BARS,"Snack, Energy & Granola Bars",LI,,2019-07-11,2019-12-06,United States,,,,
